,Season,labels
4699,Season 2,sadness
4700,Season 2,surprise
4701,Season 2,anger
4702,Season 2,neutral
4703,Season 2,neutral
4704,Season 2,neutral
4705,Season 2,neutral
4706,Season 2,neutral
4707,Season 2,anger
4708,Season 2,surprise
4709,Season 2,disgust
4710,Season 2,anger
4711,Season 2,sadness
4712,Season 2,neutral
4713,Season 2,neutral
4714,Season 2,anger
4715,Season 2,neutral
4716,Season 2,anger
4717,Season 2,disgust
4718,Season 2,neutral
4719,Season 2,neutral
4720,Season 2,neutral
4721,Season 2,sadness
4722,Season 2,anger
4723,Season 2,neutral
4724,Season 2,surprise
4725,Season 2,neutral
4726,Season 2,neutral
4727,Season 2,neutral
4728,Season 2,neutral
4729,Season 2,neutral
4730,Season 2,neutral
4731,Season 2,neutral
4732,Season 2,fear
4733,Season 2,neutral
4734,Season 2,surprise
4735,Season 2,neutral
4736,Season 2,fear
4737,Season 2,neutral
4738,Season 2,neutral
4739,Season 2,neutral
4740,Season 2,neutral
4741,Season 2,neutral
4742,Season 2,anger
4743,Season 2,neutral
4744,Season 2,disgust
4745,Season 2,anger
4746,Season 2,anger
4747,Season 2,neutral
4748,Season 2,neutral
4749,Season 2,anger
4750,Season 2,neutral
4751,Season 2,neutral
4752,Season 2,neutral
4753,Season 2,neutral
4754,Season 2,surprise
4755,Season 2,disgust
4756,Season 2,fear
4757,Season 2,sadness
4758,Season 2,anger
4759,Season 2,fear
4760,Season 2,anger
4761,Season 2,fear
4762,Season 2,anger
4763,Season 2,joy
4764,Season 2,neutral
4765,Season 2,surprise
4766,Season 2,sadness
4767,Season 2,sadness
4768,Season 2,neutral
4769,Season 2,neutral
4770,Season 2,neutral
4771,Season 2,surprise
4772,Season 2,neutral
4773,Season 2,surprise
4774,Season 2,neutral
4775,Season 2,neutral
4776,Season 2,neutral
4777,Season 2,neutral
4778,Season 2,neutral
4779,Season 2,neutral
4780,Season 2,neutral
4781,Season 2,neutral
4782,Season 2,neutral
4783,Season 2,neutral
4784,Season 2,surprise
4785,Season 2,neutral
4786,Season 2,anger
4787,Season 2,disgust
4788,Season 2,surprise
4789,Season 2,neutral
4790,Season 2,neutral
4791,Season 2,sadness
4792,Season 2,neutral
4793,Season 2,surprise
4794,Season 2,neutral
4795,Season 2,neutral
4796,Season 2,surprise
4797,Season 2,neutral
4798,Season 2,neutral
4799,Season 2,sadness
4800,Season 2,disgust
4801,Season 2,disgust
4802,Season 2,anger
4803,Season 2,disgust
4804,Season 2,disgust
4805,Season 2,neutral
4806,Season 2,fear
4807,Season 2,disgust
4808,Season 2,neutral
4809,Season 2,disgust
4810,Season 2,surprise
4811,Season 2,anger
4812,Season 2,anger
4813,Season 2,neutral
4814,Season 2,disgust
4815,Season 2,anger
4816,Season 2,neutral
4817,Season 2,anger
4818,Season 2,neutral
4819,Season 2,neutral
4820,Season 2,neutral
4821,Season 2,neutral
4822,Season 2,neutral
4823,Season 2,anger
4824,Season 2,anger
4825,Season 2,neutral
4826,Season 2,joy
4827,Season 2,neutral
4828,Season 2,anger
4829,Season 2,joy
4830,Season 2,neutral
4831,Season 2,surprise
4832,Season 2,joy
4833,Season 2,neutral
4834,Season 2,anger
4835,Season 2,surprise
4836,Season 2,neutral
4837,Season 2,neutral
4838,Season 2,neutral
4839,Season 2,neutral
4840,Season 2,surprise
4841,Season 2,neutral
4842,Season 2,neutral
4843,Season 2,neutral
4844,Season 2,neutral
4845,Season 2,anger
4846,Season 2,anger
4847,Season 2,neutral
4848,Season 2,neutral
4849,Season 2,sadness
4850,Season 2,neutral
4851,Season 2,anger
4852,Season 2,neutral
4853,Season 2,disgust
4854,Season 2,neutral
4855,Season 2,disgust
4856,Season 2,neutral
4857,Season 2,neutral
4858,Season 2,neutral
4859,Season 2,neutral
4860,Season 2,neutral
4861,Season 2,neutral
4862,Season 2,surprise
4863,Season 2,neutral
4864,Season 2,surprise
4865,Season 2,anger
4866,Season 2,neutral
4867,Season 2,disgust
4868,Season 2,neutral
4869,Season 2,fear
4870,Season 2,neutral
4871,Season 2,anger
4872,Season 2,anger
4873,Season 2,sadness
4874,Season 2,neutral
4875,Season 2,disgust
4876,Season 2,surprise
4877,Season 2,anger
4878,Season 2,anger
4879,Season 2,disgust
4880,Season 2,anger
4881,Season 2,neutral
4882,Season 2,neutral
4883,Season 2,anger
4884,Season 2,neutral
4885,Season 2,neutral
4886,Season 2,neutral
4887,Season 2,disgust
4888,Season 2,neutral
4889,Season 2,neutral
4890,Season 2,sadness
4891,Season 2,neutral
4892,Season 2,neutral
4893,Season 2,joy
4894,Season 2,disgust
4895,Season 2,neutral
4896,Season 2,neutral
4897,Season 2,sadness
4898,Season 2,neutral
4899,Season 2,anger
4900,Season 2,fear
4901,Season 2,surprise
4902,Season 2,neutral
4903,Season 2,surprise
4904,Season 2,neutral
4905,Season 2,surprise
4906,Season 2,disgust
4907,Season 2,disgust
4908,Season 2,surprise
4909,Season 2,neutral
4910,Season 2,neutral
4911,Season 2,disgust
4912,Season 2,disgust
4913,Season 2,anger
4914,Season 2,disgust
4915,Season 2,disgust
4916,Season 2,disgust
4917,Season 2,anger
4918,Season 2,disgust
4919,Season 2,neutral
4920,Season 2,neutral
4921,Season 2,disgust
4922,Season 2,disgust
4923,Season 2,sadness
4924,Season 2,anger
4925,Season 2,neutral
4926,Season 2,neutral
4927,Season 2,disgust
4928,Season 2,fear
4929,Season 2,neutral
4930,Season 2,neutral
4931,Season 2,neutral
4932,Season 2,neutral
4933,Season 2,joy
4934,Season 2,neutral
4935,Season 2,joy
4936,Season 2,surprise
4937,Season 2,neutral
4938,Season 2,neutral
4939,Season 2,disgust
4940,Season 2,neutral
4941,Season 2,neutral
4942,Season 2,neutral
4943,Season 2,neutral
4944,Season 2,anger
4945,Season 2,neutral
4946,Season 2,joy
4947,Season 2,neutral
4948,Season 2,neutral
4949,Season 2,surprise
4950,Season 2,neutral
4951,Season 2,neutral
4952,Season 2,neutral
4953,Season 2,neutral
4954,Season 2,neutral
4955,Season 2,neutral
4956,Season 2,anger
4957,Season 2,neutral
4958,Season 2,neutral
4959,Season 2,neutral
4960,Season 2,joy
4961,Season 2,neutral
4962,Season 2,joy
4963,Season 2,sadness
4964,Season 2,neutral
4965,Season 2,neutral
4966,Season 2,disgust
4967,Season 2,surprise
4968,Season 2,neutral
4969,Season 2,surprise
4970,Season 2,neutral
4971,Season 2,neutral
4972,Season 2,neutral
4973,Season 2,neutral
4974,Season 2,neutral
4975,Season 2,neutral
4976,Season 2,sadness
4977,Season 2,fear
4978,Season 2,sadness
4979,Season 2,sadness
4980,Season 2,anger
4981,Season 2,disgust
4982,Season 2,neutral
4983,Season 2,anger
4984,Season 2,anger
4985,Season 2,neutral
4986,Season 2,joy
4987,Season 2,neutral
4988,Season 2,neutral
4989,Season 2,anger
4990,Season 2,neutral
4991,Season 2,neutral
4992,Season 2,neutral
4993,Season 2,neutral
4994,Season 2,anger
4995,Season 2,neutral
4996,Season 2,joy
4997,Season 2,anger
4998,Season 2,neutral
4999,Season 2,disgust
5000,Season 2,disgust
5001,Season 2,anger
5002,Season 2,fear
5003,Season 2,neutral
5004,Season 2,neutral
5005,Season 2,neutral
5006,Season 2,surprise
5007,Season 2,anger
5008,Season 2,neutral
5009,Season 2,surprise
5010,Season 2,neutral
5011,Season 2,surprise
5012,Season 2,disgust
5013,Season 2,anger
5014,Season 2,neutral
5015,Season 2,neutral
5016,Season 2,neutral
5017,Season 2,anger
5018,Season 2,neutral
5019,Season 2,neutral
5020,Season 2,surprise
5021,Season 2,fear
5022,Season 2,fear
5023,Season 2,neutral
5024,Season 2,disgust
5025,Season 2,neutral
5026,Season 2,neutral
5027,Season 2,neutral
5028,Season 2,neutral
5029,Season 2,neutral
5030,Season 2,fear
5031,Season 2,sadness
5032,Season 2,fear
5033,Season 2,neutral
5034,Season 2,surprise
5035,Season 2,neutral
5036,Season 2,neutral
5037,Season 2,neutral
5038,Season 2,anger
5039,Season 2,neutral
5040,Season 2,neutral
5041,Season 2,neutral
5042,Season 2,joy
5043,Season 2,neutral
5044,Season 2,neutral
5045,Season 2,surprise
5046,Season 2,anger
5047,Season 2,disgust
5048,Season 2,neutral
5049,Season 2,neutral
5050,Season 2,neutral
5051,Season 2,neutral
5052,Season 2,neutral
5053,Season 2,neutral
5054,Season 2,neutral
5055,Season 2,fear
5056,Season 2,surprise
5057,Season 2,neutral
5058,Season 2,neutral
5059,Season 2,neutral
5060,Season 2,neutral
5061,Season 2,surprise
5062,Season 2,neutral
5063,Season 2,neutral
5064,Season 2,surprise
5065,Season 2,neutral
5066,Season 2,neutral
5067,Season 2,surprise
5068,Season 2,neutral
5069,Season 2,neutral
5070,Season 2,neutral
5071,Season 2,joy
5072,Season 2,neutral
5073,Season 2,neutral
5074,Season 2,sadness
5075,Season 2,anger
5076,Season 2,anger
5077,Season 2,neutral
5078,Season 2,sadness
5079,Season 2,neutral
5080,Season 2,neutral
5081,Season 2,neutral
5082,Season 2,neutral
5083,Season 2,neutral
5084,Season 2,neutral
5085,Season 2,fear
5086,Season 2,neutral
5087,Season 2,anger
5088,Season 2,joy
5089,Season 2,surprise
5090,Season 2,neutral
5091,Season 2,neutral
5092,Season 2,neutral
5093,Season 2,surprise
5094,Season 2,neutral
5095,Season 2,joy
5096,Season 2,neutral
5097,Season 2,neutral
5098,Season 2,neutral
5099,Season 2,neutral
5100,Season 2,surprise
5101,Season 2,neutral
5102,Season 2,surprise
5103,Season 2,neutral
5104,Season 2,surprise
5105,Season 2,neutral
5106,Season 2,surprise
5107,Season 2,anger
5108,Season 2,anger
5109,Season 2,surprise
5110,Season 2,neutral
5111,Season 2,surprise
5112,Season 2,fear
5113,Season 2,neutral
5114,Season 2,sadness
5115,Season 2,surprise
5116,Season 2,neutral
5117,Season 2,neutral
5118,Season 2,neutral
5119,Season 2,neutral
5120,Season 2,neutral
5121,Season 2,anger
5122,Season 2,neutral
5123,Season 2,anger
5124,Season 2,anger
5125,Season 2,neutral
5126,Season 2,neutral
5127,Season 2,disgust
5128,Season 2,neutral
5129,Season 2,neutral
5130,Season 2,neutral
5131,Season 2,neutral
5132,Season 2,neutral
5133,Season 2,anger
5134,Season 2,neutral
5135,Season 2,neutral
5136,Season 2,neutral
5137,Season 2,disgust
5138,Season 2,sadness
5139,Season 2,surprise
5140,Season 2,neutral
5141,Season 2,surprise
5142,Season 2,neutral
5143,Season 2,neutral
5144,Season 2,anger
5145,Season 2,anger
5146,Season 2,neutral
5147,Season 2,neutral
5148,Season 2,neutral
5149,Season 2,joy
5150,Season 2,neutral
5151,Season 2,disgust
5152,Season 2,disgust
5153,Season 2,neutral
5154,Season 2,disgust
5155,Season 2,sadness
5156,Season 2,sadness
5157,Season 2,sadness
5158,Season 2,neutral
5159,Season 2,sadness
5160,Season 2,anger
5161,Season 2,neutral
5162,Season 2,neutral
5163,Season 2,anger
5164,Season 2,neutral
5165,Season 2,anger
5166,Season 2,anger
5167,Season 2,anger
5168,Season 2,disgust
5169,Season 2,fear
5170,Season 2,disgust
5171,Season 2,neutral
5172,Season 2,neutral
5173,Season 2,neutral
5174,Season 2,fear
5175,Season 2,anger
5176,Season 2,sadness
5177,Season 2,disgust
5178,Season 2,anger
5179,Season 2,anger
5180,Season 2,anger
5181,Season 2,neutral
5182,Season 2,anger
5183,Season 2,neutral
5184,Season 2,sadness
5185,Season 2,neutral
5186,Season 2,anger
5187,Season 2,anger
5188,Season 2,fear
5189,Season 2,neutral
5190,Season 2,neutral
5191,Season 2,neutral
5192,Season 2,fear
5193,Season 2,neutral
5194,Season 2,surprise
5195,Season 2,neutral
5196,Season 2,neutral
5197,Season 2,neutral
5198,Season 2,neutral
5199,Season 2,disgust
5200,Season 2,anger
5201,Season 2,neutral
5202,Season 2,joy
5203,Season 2,anger
5204,Season 2,neutral
5205,Season 2,disgust
5206,Season 2,surprise
5207,Season 2,surprise
5208,Season 2,neutral
5209,Season 2,sadness
5210,Season 2,neutral
5211,Season 2,neutral
5212,Season 2,neutral
5213,Season 2,surprise
5214,Season 2,anger
5215,Season 2,neutral
5216,Season 2,disgust
5217,Season 2,neutral
5218,Season 2,neutral
5219,Season 2,neutral
5220,Season 2,fear
5221,Season 2,surprise
5222,Season 2,neutral
5223,Season 2,surprise
5224,Season 2,neutral
5225,Season 2,sadness
5226,Season 2,neutral
5227,Season 2,neutral
5228,Season 2,neutral
5229,Season 2,neutral
5230,Season 2,neutral
5231,Season 2,neutral
5232,Season 2,anger
5233,Season 2,sadness
5234,Season 2,neutral
5235,Season 2,anger
5236,Season 2,neutral
5237,Season 2,neutral
5238,Season 2,joy
5239,Season 2,neutral
5240,Season 2,disgust
5241,Season 2,neutral
5242,Season 2,neutral
5243,Season 2,neutral
5244,Season 2,neutral
5245,Season 2,neutral
5246,Season 2,fear
5247,Season 2,surprise
5248,Season 2,neutral
5249,Season 2,neutral
5250,Season 2,disgust
5251,Season 2,disgust
5252,Season 2,neutral
5253,Season 2,anger
5254,Season 2,neutral
5255,Season 2,disgust
5256,Season 2,anger
5257,Season 2,neutral
5258,Season 2,neutral
5259,Season 2,anger
5260,Season 2,anger
5261,Season 2,anger
5262,Season 2,disgust
5263,Season 2,neutral
5264,Season 2,surprise
5265,Season 2,neutral
5266,Season 2,neutral
5267,Season 2,anger
5268,Season 2,neutral
5269,Season 2,neutral
5270,Season 2,anger
5271,Season 2,neutral
5272,Season 2,anger
5273,Season 2,anger
5274,Season 2,neutral
5275,Season 2,anger
5276,Season 2,neutral
5277,Season 2,anger
5278,Season 2,disgust
5279,Season 2,fear
5280,Season 2,neutral
5281,Season 2,anger
5282,Season 2,anger
5283,Season 2,sadness
5284,Season 2,neutral
5285,Season 2,anger
5286,Season 2,neutral
5287,Season 2,neutral
5288,Season 2,disgust
5289,Season 2,sadness
5290,Season 2,surprise
5291,Season 2,sadness
5292,Season 2,surprise
5293,Season 2,neutral
5294,Season 2,surprise
5295,Season 2,neutral
5296,Season 2,disgust
5297,Season 2,joy
5298,Season 2,disgust
5299,Season 2,joy
5300,Season 2,neutral
5301,Season 2,anger
5302,Season 2,neutral
5303,Season 2,neutral
5304,Season 2,neutral
5305,Season 2,neutral
5306,Season 2,anger
5307,Season 2,disgust
5308,Season 2,anger
5309,Season 2,anger
5310,Season 2,anger
5311,Season 2,anger
5312,Season 2,anger
5313,Season 2,anger
5314,Season 2,anger
5315,Season 2,anger
5316,Season 2,neutral
5317,Season 2,neutral
5318,Season 2,fear
5319,Season 2,anger
5320,Season 2,neutral
5321,Season 2,anger
5322,Season 2,neutral
5323,Season 2,anger
5324,Season 2,anger
5325,Season 2,neutral
5326,Season 2,anger
5327,Season 2,fear
5328,Season 2,neutral
5329,Season 2,neutral
5330,Season 2,anger
5331,Season 2,anger
5332,Season 2,disgust
5333,Season 2,neutral
5334,Season 2,neutral
5335,Season 2,anger
5336,Season 2,anger
5337,Season 2,anger
5338,Season 2,surprise
5339,Season 2,anger
5340,Season 2,anger
5341,Season 2,neutral
5342,Season 2,disgust
5343,Season 2,neutral
5344,Season 2,anger
5345,Season 2,surprise
5346,Season 2,anger
5347,Season 2,anger
5348,Season 2,neutral
5349,Season 2,neutral
5350,Season 2,neutral
5351,Season 2,disgust
5352,Season 2,sadness
5353,Season 2,neutral
5354,Season 2,anger
5355,Season 2,neutral
5356,Season 2,neutral
5357,Season 2,joy
5358,Season 2,sadness
5359,Season 2,neutral
5360,Season 2,neutral
5361,Season 2,surprise
5362,Season 2,neutral
5363,Season 2,disgust
5364,Season 2,disgust
5365,Season 2,disgust
5366,Season 2,neutral
5367,Season 2,neutral
5368,Season 2,joy
5369,Season 2,fear
5370,Season 2,neutral
5371,Season 2,neutral
5372,Season 2,neutral
5373,Season 2,neutral
5374,Season 2,sadness
5375,Season 2,neutral
5376,Season 2,neutral
5377,Season 2,neutral
5378,Season 2,neutral
5379,Season 2,neutral
5380,Season 2,neutral
5381,Season 2,neutral
5382,Season 2,sadness
5383,Season 2,neutral
5384,Season 2,neutral
5385,Season 2,anger
5386,Season 2,neutral
5387,Season 2,disgust
5388,Season 2,fear
5389,Season 2,joy
5390,Season 2,sadness
5391,Season 2,anger
5392,Season 2,neutral
5393,Season 2,neutral
5394,Season 2,disgust
5395,Season 2,disgust
5396,Season 2,neutral
5397,Season 2,surprise
5398,Season 2,disgust
5399,Season 2,disgust
5400,Season 2,disgust
5401,Season 2,surprise
5402,Season 2,disgust
5403,Season 2,neutral
5404,Season 2,surprise
5405,Season 2,neutral
5406,Season 2,disgust
5407,Season 2,neutral
5408,Season 2,neutral
5409,Season 2,surprise
5410,Season 2,disgust
5411,Season 2,surprise
5412,Season 2,neutral
5413,Season 2,surprise
5414,Season 2,neutral
5415,Season 2,surprise
5416,Season 2,fear
5417,Season 2,anger
5418,Season 2,anger
5419,Season 2,disgust
5420,Season 2,neutral
5421,Season 2,surprise
5422,Season 2,neutral
5423,Season 2,neutral
5424,Season 2,anger
5425,Season 2,neutral
5426,Season 2,neutral
5427,Season 2,neutral
5428,Season 2,neutral
5429,Season 2,neutral
5430,Season 2,neutral
5431,Season 2,neutral
5432,Season 2,surprise
5433,Season 2,neutral
5434,Season 2,anger
5435,Season 2,anger
5436,Season 2,disgust
5437,Season 2,neutral
5438,Season 2,fear
5439,Season 2,joy
5440,Season 2,neutral
5441,Season 2,surprise
5442,Season 2,fear
5443,Season 2,neutral
5444,Season 2,neutral
5445,Season 2,neutral
5446,Season 2,neutral
5447,Season 2,neutral
5448,Season 2,neutral
5449,Season 2,neutral
5450,Season 2,surprise
5451,Season 2,neutral
5452,Season 2,neutral
5453,Season 2,neutral
5454,Season 2,sadness
5455,Season 2,neutral
5456,Season 2,surprise
5457,Season 2,neutral
5458,Season 2,neutral
5459,Season 2,fear
5460,Season 2,sadness
5461,Season 2,neutral
5462,Season 2,surprise
5463,Season 2,anger
5464,Season 2,neutral
5465,Season 2,disgust
5466,Season 2,sadness
5467,Season 2,fear
5468,Season 2,neutral
5469,Season 2,fear
5470,Season 2,neutral
5471,Season 2,neutral
5472,Season 2,anger
5473,Season 2,surprise
5474,Season 2,neutral
5475,Season 2,neutral
5476,Season 2,anger
5477,Season 2,neutral
5478,Season 2,anger
5479,Season 2,neutral
5480,Season 2,anger
5481,Season 2,neutral
5482,Season 2,surprise
5483,Season 2,disgust
5484,Season 2,fear
5485,Season 2,surprise
5486,Season 2,anger
5487,Season 2,surprise
5488,Season 2,sadness
5489,Season 2,fear
5490,Season 2,neutral
5491,Season 2,neutral
5492,Season 2,fear
5493,Season 2,neutral
5494,Season 2,neutral
5495,Season 2,neutral
5496,Season 2,anger
5497,Season 2,anger
5498,Season 2,anger
5499,Season 2,neutral
5500,Season 2,disgust
5501,Season 2,anger
5502,Season 2,anger
5503,Season 2,neutral
5504,Season 2,neutral
5505,Season 2,neutral
5506,Season 2,neutral
5507,Season 2,neutral
5508,Season 2,disgust
5509,Season 2,neutral
5510,Season 2,disgust
5511,Season 2,neutral
5512,Season 2,surprise
5513,Season 2,neutral
5514,Season 2,anger
5515,Season 2,neutral
5516,Season 2,sadness
5517,Season 2,neutral
5518,Season 2,neutral
5519,Season 2,disgust
5520,Season 2,disgust
5521,Season 2,fear
5522,Season 2,neutral
5523,Season 2,disgust
5524,Season 2,neutral
5525,Season 2,surprise
5526,Season 2,neutral
5527,Season 2,anger
5528,Season 2,anger
5529,Season 2,anger
5530,Season 2,neutral
5531,Season 2,surprise
5532,Season 2,neutral
5533,Season 2,surprise
5534,Season 2,neutral
5535,Season 2,anger
5536,Season 2,disgust
5537,Season 2,neutral
5538,Season 2,neutral
5539,Season 2,surprise
5540,Season 2,neutral
5541,Season 2,disgust
5542,Season 2,anger
5543,Season 2,neutral
5544,Season 2,neutral
5545,Season 2,anger
5546,Season 2,joy
5547,Season 2,neutral
5548,Season 2,disgust
5549,Season 2,neutral
5550,Season 2,anger
5551,Season 2,neutral
5552,Season 2,sadness
5553,Season 2,neutral
5554,Season 2,neutral
5555,Season 2,disgust
5556,Season 2,sadness
5557,Season 2,neutral
5558,Season 2,fear
5559,Season 2,neutral
5560,Season 2,neutral
5561,Season 2,sadness
5562,Season 2,neutral
5563,Season 2,neutral
5564,Season 2,disgust
5565,Season 2,neutral
5566,Season 2,neutral
5567,Season 2,neutral
5568,Season 2,disgust
5569,Season 2,neutral
5570,Season 2,surprise
5571,Season 2,neutral
5572,Season 2,neutral
5573,Season 2,fear
5574,Season 2,surprise
5575,Season 2,neutral
5576,Season 2,surprise
5577,Season 2,neutral
5578,Season 2,anger
5579,Season 2,neutral
5580,Season 2,neutral
5581,Season 2,neutral
5582,Season 2,anger
5583,Season 2,sadness
5584,Season 2,neutral
5585,Season 2,neutral
5586,Season 2,neutral
5587,Season 2,surprise
5588,Season 2,neutral
5589,Season 2,sadness
5590,Season 2,anger
5591,Season 2,anger
5592,Season 2,surprise
5593,Season 2,neutral
5594,Season 2,neutral
5595,Season 2,anger
5596,Season 2,neutral
5597,Season 2,disgust
5598,Season 2,joy
5599,Season 2,neutral
5600,Season 2,neutral
5601,Season 2,neutral
5602,Season 2,anger
5603,Season 2,anger
5604,Season 2,neutral
5605,Season 2,anger
5606,Season 2,anger
5607,Season 2,neutral
5608,Season 2,disgust
5609,Season 2,anger
5610,Season 2,neutral
5611,Season 2,anger
5612,Season 2,anger
5613,Season 2,anger
5614,Season 2,neutral
5615,Season 2,disgust
5616,Season 2,disgust
5617,Season 2,neutral
5618,Season 2,neutral
5619,Season 2,neutral
5620,Season 2,neutral
5621,Season 2,neutral
5622,Season 2,disgust
5623,Season 2,neutral
5624,Season 2,neutral
5625,Season 2,neutral
5626,Season 2,surprise
5627,Season 2,surprise
5628,Season 2,neutral
5629,Season 2,neutral
5630,Season 2,surprise
5631,Season 2,surprise
5632,Season 2,neutral
5633,Season 2,anger
5634,Season 2,disgust
5635,Season 2,surprise
5636,Season 2,neutral
5637,Season 2,neutral
5638,Season 2,neutral
5639,Season 2,neutral
5640,Season 2,neutral
5641,Season 2,neutral
5642,Season 2,neutral
5643,Season 2,anger
5644,Season 2,neutral
5645,Season 2,sadness
5646,Season 2,neutral
5647,Season 2,neutral
5648,Season 2,neutral
5649,Season 2,neutral
5650,Season 2,neutral
5651,Season 2,neutral
5652,Season 2,neutral
5653,Season 2,neutral
5654,Season 2,neutral
5655,Season 2,anger
5656,Season 2,joy
5657,Season 2,fear
5658,Season 2,fear
5659,Season 2,joy
5660,Season 2,anger
5661,Season 2,disgust
5662,Season 2,disgust
5663,Season 2,anger
5664,Season 2,joy
5665,Season 2,neutral
5666,Season 2,neutral
5667,Season 2,anger
5668,Season 2,surprise
5669,Season 2,neutral
5670,Season 2,anger
5671,Season 2,anger
5672,Season 2,neutral
5673,Season 2,neutral
5674,Season 2,disgust
5675,Season 2,disgust
5676,Season 2,neutral
5677,Season 2,neutral
5678,Season 2,disgust
5679,Season 2,neutral
5680,Season 2,neutral
5681,Season 2,neutral
5682,Season 2,anger
5683,Season 2,surprise
5684,Season 2,neutral
5685,Season 2,surprise
5686,Season 2,neutral
5687,Season 2,anger
5688,Season 2,anger
5689,Season 2,neutral
5690,Season 2,neutral
5691,Season 2,sadness
5692,Season 2,neutral
5693,Season 2,surprise
5694,Season 2,neutral
5695,Season 2,fear
5696,Season 2,neutral
5697,Season 2,surprise
5698,Season 2,neutral
5699,Season 2,disgust
5700,Season 2,anger
5701,Season 2,neutral
5702,Season 2,neutral
5703,Season 2,neutral
5704,Season 2,neutral
5705,Season 2,neutral
5706,Season 2,neutral
5707,Season 2,sadness
5708,Season 2,neutral
5709,Season 2,surprise
5710,Season 2,neutral
5711,Season 2,neutral
5712,Season 2,neutral
5713,Season 2,neutral
5714,Season 2,disgust
5715,Season 2,surprise
5716,Season 2,neutral
5717,Season 2,neutral
5718,Season 2,neutral
5719,Season 2,disgust
5720,Season 2,neutral
5721,Season 2,neutral
5722,Season 2,neutral
5723,Season 2,anger
5724,Season 2,neutral
5725,Season 2,neutral
5726,Season 2,surprise
5727,Season 2,neutral
5728,Season 2,surprise
5729,Season 2,neutral
5730,Season 2,disgust
5731,Season 2,surprise
5732,Season 2,neutral
5733,Season 2,anger
5734,Season 2,anger
5735,Season 2,neutral
5736,Season 2,surprise
5737,Season 2,sadness
5738,Season 2,joy
5739,Season 2,sadness
5740,Season 2,surprise
5741,Season 2,disgust
5742,Season 2,sadness
5743,Season 2,neutral
5744,Season 2,neutral
5745,Season 2,disgust
5746,Season 2,neutral
5747,Season 2,neutral
5748,Season 2,neutral
5749,Season 2,surprise
5750,Season 2,neutral
5751,Season 2,neutral
5752,Season 2,neutral
5753,Season 2,fear
5754,Season 2,neutral
5755,Season 2,neutral
5756,Season 2,anger
5757,Season 2,neutral
5758,Season 2,neutral
5759,Season 2,neutral
5760,Season 2,surprise
5761,Season 2,neutral
5762,Season 2,neutral
5763,Season 2,anger
5764,Season 2,neutral
5765,Season 2,neutral
5766,Season 2,disgust
5767,Season 2,neutral
5768,Season 2,fear
5769,Season 2,neutral
5770,Season 2,joy
5771,Season 2,surprise
5772,Season 2,neutral
5773,Season 2,disgust
5774,Season 2,anger
5775,Season 2,anger
5776,Season 2,fear
5777,Season 2,neutral
5778,Season 2,neutral
5779,Season 2,neutral
5780,Season 2,neutral
5781,Season 2,neutral
5782,Season 2,anger
5783,Season 2,neutral
5784,Season 2,surprise
5785,Season 2,neutral
5786,Season 2,neutral
5787,Season 2,neutral
5788,Season 2,surprise
5789,Season 2,neutral
5790,Season 2,joy
5791,Season 2,fear
5792,Season 2,surprise
5793,Season 2,disgust
5794,Season 2,neutral
5795,Season 2,joy
5796,Season 2,neutral
5797,Season 2,neutral
5798,Season 2,neutral
5799,Season 2,surprise
5800,Season 2,neutral
5801,Season 2,surprise
5802,Season 2,neutral
5803,Season 2,neutral
5804,Season 2,neutral
5805,Season 2,surprise
5806,Season 2,joy
5807,Season 2,surprise
5808,Season 2,disgust
5809,Season 2,neutral
5810,Season 2,neutral
5811,Season 2,sadness
5812,Season 2,anger
5813,Season 2,neutral
5814,Season 2,surprise
5815,Season 2,neutral
5816,Season 2,neutral
5817,Season 2,disgust
5818,Season 2,surprise
5819,Season 2,disgust
5820,Season 2,disgust
5821,Season 2,disgust
5822,Season 2,neutral
5823,Season 2,surprise
5824,Season 2,neutral
5825,Season 2,neutral
5826,Season 2,neutral
5827,Season 2,neutral
5828,Season 2,surprise
5829,Season 2,disgust
5830,Season 2,surprise
5831,Season 2,disgust
5832,Season 2,neutral
5833,Season 2,disgust
5834,Season 2,fear
5835,Season 2,neutral
5836,Season 2,neutral
5837,Season 2,surprise
5838,Season 2,neutral
5839,Season 2,neutral
5840,Season 2,surprise
5841,Season 2,neutral
5842,Season 2,fear
5843,Season 2,neutral
5844,Season 2,neutral
5845,Season 2,sadness
5846,Season 2,neutral
5847,Season 2,neutral
5848,Season 2,neutral
5849,Season 2,surprise
5850,Season 2,anger
5851,Season 2,joy
5852,Season 2,neutral
5853,Season 2,anger
5854,Season 2,anger
5855,Season 2,neutral
5856,Season 2,neutral
5857,Season 2,fear
5858,Season 2,anger
5859,Season 2,sadness
5860,Season 2,fear
5861,Season 2,sadness
5862,Season 2,sadness
5863,Season 2,anger
5864,Season 2,surprise
5865,Season 2,neutral
5866,Season 2,surprise
5867,Season 2,neutral
5868,Season 2,neutral
5869,Season 2,neutral
5870,Season 2,anger
5871,Season 2,neutral
5872,Season 2,neutral
5873,Season 2,neutral
5874,Season 2,disgust
5875,Season 2,neutral
5876,Season 2,surprise
5877,Season 2,neutral
5878,Season 2,anger
5879,Season 2,anger
5880,Season 2,anger
5881,Season 2,surprise
5882,Season 2,neutral
5883,Season 2,neutral
5884,Season 2,anger
5885,Season 2,anger
5886,Season 2,neutral
5887,Season 2,neutral
